date	SP500	SPDIV	USRF	MSCIE	GOLD	SMICHF	SMIUSD	WINE	BORD
2000-10-31	1390.14	16.32333333	6.11	1344.717	264.45	7977.52	4436.52		
2000-11-30	1378.04	16.29666667	6.17	1291.062	268.55	7981.89	4598.36		
2000-12-31	1330.93	16.27	5.77	1378.396	272.95	8135.37	5020.29		
2001-01-31	1335.63	16.17	5.15	1378.655	265.2	8057.44	4901.01		
2001-02-28	1305.75	16.07	4.88	1256.11	266.2	7701.79	4598.21		
2001-03-31	1185.85	15.97	4.42	1159.783	258.85	7167.84	4152.81		
2001-04-30	1189.84	15.87666667	3.87	1239.079	263.85	7327.17	4223.56		
2001-05-31	1270.37	15.78333333	3.62	1174.032	267.25	7487.63	4173.64		
2001-06-30	1238.71	15.69	3.49	1127.558	271.2	7240.18	4028.1		
2001-07-31	1204.45	15.70666667	3.51	1129.704	265.95	6847.33	3963.96	133.24	
2001-08-31	1178.5	15.72333333	3.36	1097.859	273.1	6582.41	3943.76	137.39	
2001-09-30	1044.64	15.74	2.64	987.578	293.25	6014.23	3720.48	138.56	
2001-10-31	1076.59	15.74	2.16	1018.718	280.5	6080.98	3724.08	137.49	
2001-11-30	1129.68	15.74	1.87	1058.837	274.95	6236.99	3787.21	135.15	
2001-12-31	1144.93	15.74	1.69	1085.759	276.8	6417.84	3865.47	137.93	
2002-01-31	1140.21	15.73666667	1.65	1028.45	281.95	6237.31	3643.57	134.75	
2002-02-28	1100.67	15.73333333	1.73	1026.687	296.8	6352.77	3727.28	137.15	
2002-03-31	1153.79	15.73	1.79	1079.624	302.5	6655.21	3957.17	141.49	
2002-04-30	1111.93	15.83333333	1.72	1068.379	307.7	6557.56	4047.58	142.28	
2002-05-31	1079.25	15.93666667	1.73	1060.5	325.3	6574.83	4196.27	146.94	
2002-06-30	1014.02	16.04	1.7	1021.604	317.75	5979.66	4018.03	154.92	
2002-07-31	903.59	15.96	1.68	906.931	304.85	5196.73	3506.72	160	
2002-08-31	912.55	15.88	1.62	903.91	313.2	5230.51	3485.58	157.41	
2002-09-30	867.81	15.8	1.63	784.351	323.6	4782.98	3246.59	154.04	
2002-10-31	854.63	15.89	1.58	859.515	316.95	4949.13	3352.53	153.61	
2002-11-30	909.93	15.98	1.23	900.778	318.95	5117.51	3449.81	150.01	
2002-12-31	899.18	16.07	1.19	867.447	343.25	4630.75	3349.08	159.24	
2003-01-31	895.84	16.12	1.17	825.795	368	4422.51	3233.81	152.72	
2003-02-28	837.03	16.17	1.17	796.995	349.75	4148.17	3059.03	145.37	
2003-03-31	846.63	16.22	1.13	781.794	336	4085.58	3023.06	150.68	
2003-04-30	890.03	16.20333333	1.13	882.786	338.25	4542.72	3349.43	153.42	
2003-05-31	935.96	16.18666667	1.07	935.729	363.75	4630.82	3555.5	159.21	
2003-06-30	988	16.17	0.92	942.252	347.7	4813.71	3553.75	160.33	
2003-07-31	992.54	16.31	0.9	960.008	354.7	5079.09	3699.31	158.09	
2003-08-31	989.53	16.45	0.95	955.208	376.5	5124.22	3658.75	155.96	
2003-09-30	1019.44	16.59	0.94	973.867	385.25	5043.52	3819.02	161.39	
2003-10-31	1038.73	16.85666667	0.92	1038.222	387.25	5211.41	3902.6	166.9	
2003-11-30	1049.9	17.12333333	0.93	1080.767	398	5317.51	4113.4	169.08	
2003-12-31	1080.64	17.39	0.9	1169.243	417.25	5487.81	4437.22	179.01	179.01
2004-01-31	1132.52	17.6	0.88	1182.211	401.25	5736.38	4551.12	182.77	179.82
2004-02-29	1143.36	17.81	0.93	1215.13	395.25	5798.44	4565.63	185.64	182.46
2004-03-31	1123.98	18.02	0.94	1172.656	425.25	5618.61	4435.16	183.09	184.24
2004-04-30	1133.36	18.21333333	0.94	1158.219	387.75	5774.38	4453.62	174.5	178.01
2004-05-31	1102.78	18.40666667	1.02	1171.019	393.75	5627.05	4485.9	179.71	182.21
2004-06-30	1132.76	18.6	1.27	1183.771	395	5619.11	4486.63	181.01	181.62
2004-07-31	1105.85	18.78666667	1.33	1150.148	390.15	5547.22	4336.03	177.41	183.48
2004-08-31	1088.94	18.97333333	1.48	1147.191	410.22	5421.67	4275.61	174.71	181.62
2004-09-30	1117.66	19.16	1.65	1192.383	418	5465.35	4376.9	175.47	182.29
2004-10-31	1117.21	19.25333333	1.76	1234.844	426.25	5363.41	4464.04	177.79	182.66
2004-11-30	1168.94	19.34666667	2.07	1322.638	448.97	5444.17	4784.5	184.38	194.78
2004-12-31	1199.21	19.44	2.19	1377.946	438.1	5693.17	5006.56	187.9	197.67
2005-01-31	1181.41	19.70333333	2.33	1351.52	421.4	5771.42	4856.12	184.59	197.34
2005-02-28	1199.63	19.96666667	2.54	1416.423	437.02	5931.34	5121.96	190.47	199.37
2005-03-31	1194.9	20.23	2.74	1376.07	427.65	5929.7	4974.81	188.83	192.66
2005-04-30	1164.43	20.46333333	2.78	1334.195	436.45	5870.79	4931.44	192	199.66
2005-05-31	1178.28	20.69666667	2.84	1331.644	416.05	6127.2	4921.39	184.81	190.04
2005-06-30	1202.25	20.93	2.97	1346.731	438.65	6253.08	4881.04	181.18	185.45
2005-07-31	1222.24	21.11	3.22	1394.836	429.8	6600.88	5136.24	179.92	182.98
2005-08-31	1224.27	21.29	3.44	1411.393	433.4	6517.21	5178.61	189.66	188.87
2005-09-30	1225.92	21.47	3.42	1444.746	470.85	6898.88	5351.11	187.74	189.38
2005-10-31	1191.96	21.72	3.71	1398.477	465.7	7036.65	5450.17	198.06	190.89
2005-11-30	1237.37	21.97	3.88	1418.667	495.2	7407.52	5634.64	197.58	190.19
2005-12-31	1262.07	22.22	3.89	1468.091	512.55	7583.93	5754.31	197.58	189.61
2006-01-31	1278.73	22.40666667	4.24	1563.089	569.85	7810.88	6097.04	210.22	201.05
2006-02-28	1276.65	22.59333333	4.43	1562.331	559.75	7892.63	6017.4	214.49	202.15
2006-03-31	1293.74	22.78	4.51	1616.907	583.55	8023.3	6139.54	220.95	199.47
2006-04-30	1302.17	23	4.6	1693.592	650.3	8047.28	6470.32	241.24	217.37
2006-05-31	1290.01	23.22	4.72	1635.371	647.1	7604.4	6258.85	264.64	229.25
2006-06-30	1253.17	23.44	4.79	1636.568	613.15	7652.1	6246.61	286.44	236.19
2006-07-31	1260.24	23.66	4.95	1659.885	632.65	7941.83	6449.81	302.35	251.25
2006-08-31	1287.15	23.88	4.96	1707.059	624.15	8167.96	6624.74	312.39	256.49
2006-09-30	1317.74	24.1	4.81	1720.643	596.4	8425.91	6719.39	301.92	255.55
2006-10-31	1363.38	24.36	4.92	1793.41	605.4	8569.72	6889.91	315.55	268.31
2006-11-30	1388.64	24.62	4.94	1852.944	647.6	8484.57	7082.2	331.15	276.35
2006-12-31	1416.42	24.88	4.85	1911.788	634.5	8785.74	7197.42	337.16	284.9
2007-01-31	1424.16	25.08333333	4.98	1922.019	652.77	9135.11	7321.1	344.33	290.81
2007-02-28	1444.8	25.28666667	5.03	1912.932	669.17	8789.7	7197.58	354.95	299
2007-03-31	1406.95	25.49	4.94	1975.175	663.85	8976.99	7353.26	374.83	308.76
2007-04-30	1463.64	25.71666667	4.87	2093.281	680.75	9428.27	7813.16	417.53	329.8
2007-05-31	1511.14	25.94333333	4.73	2116.106	662.05	9450.85	7712.03	460.26	345.67
2007-06-30	1514.19	26.17	4.61	2111.242	650.45	9209.36	7514.26	491.98	365.06
2007-07-31	1520.71	26.44	4.82	2064.693	664.65	8885.04	7383.34	507.1	390.34
2007-08-31	1454.62	26.71	4.2	2036.26	672.6	8881.46	7350.23	498.01	391.27
2007-09-30	1497.12	26.98	3.89	2138.072	743.5	8933.48	7647.32	496.03	393.94
2007-10-31	1539.66	27.23	3.9	2235.356	790.6	9019.57	7782.19	500.54	395.76
2007-11-30	1463.39	27.48	3.27	2159.77	782.65	8828.36	7819.27	492.51	394
2007-12-31	1479.22	27.73	3	2121.265	836.15	8484.46	7494.3	480.77	385.76
2008-01-31	1378.76	27.92	2.75	1898.571	923.05	7670.44	7072.91	482.69	388.38
2008-02-29	1354.87	28.11	2.12	1925.779	970.77	7533.86	7217.64	495.49	401.1
2008-03-31	1316.94	28.3	1.26	1926.535	932.4	7224.31	7304.06	508.94	411.97
2008-04-30	1370.47	28.43666667	1.29	2001.415	869.85	7529	7228.62	514.82	411.26
2008-05-31	1403.22	28.57333333	1.73	1991.826	888.3	7511.29	7189.33	515.37	417.47
2008-06-30	1341.25	28.71	1.86	1815.378	922.6	6958.51	6831.5	530.51	432.42
2008-07-31	1257.33	28.75666667	1.63	1761.536	917.1	7141.21	6814.08	525.04	425.95
2008-08-31	1281.47	28.80333333	1.72	1687.509	834.6	7238.74	6590.51	483.58	393.85
2008-09-30	1216.95	28.85	1.13	1431.177	877.6	6654.89	5935.01	455.11	373.94
2008-10-31	968.8	28.69666667	0.67	1126.075	728.55	6153.21	5267.87	348.84	306.94
2008-11-30	883.04	28.54333333	0.19	1044.682	812.65	5816.6	4788.62	324.4	286.14
2008-12-31	877.56	28.39	0.03	1098.839	862.2	5534.53	5199.81	297.34	265.65
2009-01-31	865.58	28.01333333	0.13	976.211	922.05	5290.05	4557.58	301.79	269.3
2009-02-28	805.23	27.63666667	0.3	873.949	952	4690.67	4026.4	302.32	266.31
2009-03-31	757.13	27.26	0.21	932.1	916.1	4927.43	4333.49	300.39	265.7
2009-04-30	848.15	26.70333333	0.16	1054.748	884	5225.92	4588.22	319.02	278.86
2009-05-31	902.41	26.14666667	0.18	1172	959.8	5349.74	5016.41	348.34	305.61
2009-06-30	926.12	25.59	0.18	1146.11	938.05	5403.97	4968.75	356.07	314.19
2009-07-31	935.82	25.02666667	0.18	1265.138	934.3	5950.69	5529.28	360.7	319.12
2009-08-31	1009.73	24.46333333	0.17	1341.544	948.25	6217.12	5882.7	370.83	317.32
2009-09-30	1044.55	23.9	0.12	1402.67	1002	6323.18	6093.81	371.15	314.16
2009-10-31	1067.66	23.40333333	0.07	1385.573	1046	6285.76	6137.2	389.69	328.73
2009-11-30	1088.07	22.90666667	0.05	1421.773	1177.7	6260.95	6234.55	389.48	328.75
2009-12-31	1110.38	22.41	0.05	1442.124	1096	6545.91	6332.39	386.53	333.74
2010-01-31	1123.58	22.24	0.06	1356.247	1077.85	6440.72	6110.12	393.93	338.96
2010-02-28	1089.16	22.07	0.11	1326.549	1105.5	6710.99	6255.51	385.68	328.99
2010-03-31	1152.05	21.9	0.15	1408.542	1113.15	6873.38	6530.06	405.62	339.76
2010-04-30	1197.32	21.94666667	0.16	1364.888	1179.85	6616.82	6138.01	434.4	349.23
2010-05-31	1125.06	21.99333333	0.16	1188.129	1203	6312.6	5464.01	430.45	339.16
2010-06-30	1083.36	22.04	0.12	1177.025	1243.65	6128.06	5682.7	455.82	356.69
2010-07-31	1079.8	22.14333333	0.16	1312.821	1175.47	6200.78	5926.6	471.29	373.03
2010-08-31	1087.28	22.24666667	0.16	1261.721	1247	6180.89	6095.62	466.57	372.04
2010-09-30	1122.08	22.35	0.15	1399.176	1301.47	6296.33	6444.79	485.54	384.86
2010-10-31	1171.58	22.47666667	0.13	1458.637	1347.4	6472.23	6580.68	504.66	400.26
2010-11-30	1198.89	22.60333333	0.14	1344.749	1385.18	6312.43	6333.37	512.62	402.08
2010-12-31	1241.53	22.73	0.14	1456.83	1417.63	6436.04	6905.09	526.5	417.36
2011-01-31	1282.62	22.96333333	0.15	1512.867	1332.16	6479.15	6895.43	554.43	435.71
2011-02-28	1321.12	23.19666667	0.13	1559.612	1415.05	6610.44	7112.44	581.39	455.61
2011-03-31	1304.49	23.43	0.1	1542.529	1437.13	6357.55	6949.08	575.52	457.02
2011-04-30	1331.51	23.73333333	0.06	1657.043	1535.8	6539.7	7529.95	598.71	483.14
2011-05-31	1338.31	24.03666667	0.04	1588.34	1538.1	6554.71	7685.09	590.76	484.14
2011-06-30	1287.29	24.34	0.04	1554.629	1510.78	6187.07	7348	585.49	478.71
2011-07-31	1325.19	24.62	0.04	1500.683	1623.56	5783.35	7337.3	589.31	492.24
2011-08-31	1185.31	24.9	0.02	1346.723	1826.6	5528.52	6855.39	561	474.13
2011-09-30	1173.88	25.18	0.01	1197.082	1617.79	5531.74	6089.99	502.64	439.21
2011-10-31	1207.22	25.59666667	0.02	1341.106	1724.35	5731.27	6581.89	497.19	439.57
2011-11-30	1226.42	26.01333333	0.01	1275.982	1745.85	5652.31	6210.24	468.63	418.65
2011-12-31	1243.32	26.43	0.01	1255.535	1574.57	5936.23	6348.4	444.98	407.24
2012-01-31	1300.58	26.73666667	0.03	1312.83	1731.05	5970.49	6492.37	458.11	415.86
2012-02-29	1352.49	27.04333333	0.09	1392.16	1734.74	6109.93	6782.46	469.11	424.25
2012-03-31	1389.24	27.35	0.08	1379.739	1663.8	6235.51	6898.72	469.02	421.13
2012-04-30	1386.43	27.67333333	0.08	1339.215	1660.28	6096.34	6716.79	470.79	426.97
2012-05-31	1341.27	27.99666667	0.09	1164.809	1566.05	5850.18	6020.33	428.31	394.18
2012-06-30	1323.48	28.32	0.09	1253.978	1597.36	6066.86	6409.73	415.83	388.1
2012-07-31	1359.78	28.74333333	0.1	1266.904	1621.25	6399.27	6560.26	403.75	380.4
2012-08-31	1403.45	29.16666667	0.1	1318.957	1674.4	6388.01	6705.48	411.03	388.34
2012-09-30	1443.42	29.59	0.11	1355.94	1774.45	6495.88	6912.16	419.98	396.5
2012-10-31	1437.82	30.14333333	0.1	1374.182	1724.19	6595.13	7082.68	416.3	394.16
2012-11-30	1394.51	30.69666667	0.09	1407.266	1717.96	6820.6	7362.45	412.76	393.34
2012-12-31	1422.29	31.25	0.07	1445.76	1662.41	6822.44	7453.37	423.9	404.2
2013-01-31	1480.4	31.53666667	0.07	1528.576	1663.9	7390.86	8117.09	425.11	403.07
2013-02-28	1512.31	31.82333333	0.1	1483.21	1582.94	7593.67	8136.95	419.42	395.23
2013-03-31	1550.83	32.11	0.09	1475.459	1595.8	7813.67	8251.67	425	396.36
2013-04-30	1570.7	32.49666667	0.06	1529.218	1467.64	7906.21	8511.01	429.83	404.18
2013-05-31	1639.84	32.88333333	0.04	1522.273	1392.74	7947.01	8281.59	417.59	393.2
2013-06-30	1618.77	33.27	0.05	1445.834	1215.43	7683.04	8119.9	415.91	394.68
2013-07-31	1668.68	33.64666667	0.04	1551.478	1309.66	7820.43	8416.38	413.85	395.29
2013-08-31	1670.09	34.02333333	0.04	1527.708	1397.63	7745.97	8307.73	421.87	403
2013-09-30	1687.17	34.4	0.02	1636.096	1330.84	8022.6	8872.05	433.92	418.95
2013-10-31	1720.03	34.59666667	0.05	1705.042	1323.61	8234.29	9093.49	426.04	410.58
2013-11-30	1783.54	34.79333333	0.07	1722.02	1253.35	8264.2	9145.5	423.37	413.26
2013-12-31	1807.78	34.99	0.07	1759.199	1207.85	8202.98	9223.48	425.9	415.01
2014-01-31	1822.36	35.40333333	0.04	1690.125	1242.68	8191.33	9044.94	418.8	411.95
2014-02-28	1817.04	35.81666667	0.05	1809.995	1325.7	8475.33	9622.23	423.15	412.95
2014-03-31	1863.52	36.23	0.05	1785.943	1289.28	8453.82	9570.35	414.79	409.25
2014-04-30	1864.26	36.61333333	0.03	1821.857	1293.7	8476.66	9627.54	416.36	410.45
2014-05-31	1889.77	36.99666667	0.03	1825.265	1244.66	8674.52	9703.37	407.81	402.01
2014-06-30	1947.09	37.38	0.04	1819.889	1316.93	8554.52	9646.47	403.56	402.43
2014-07-31	1973.1	37.75	0.03	1750.147	1286.06	8410.27	9249	395.08	396.4
2014-08-31	1961.53	38.12	0.03	1752.981	1287.93	8658.97	9454.56	392.29	391.07
2014-09-30	1993.23	38.49	0.02	1685.775	1212.83	8835.14	9246.66	383.99	383.63
2014-10-31	1937.27	38.80666667	0.02	1640.216	1165.69	8837.78	9182.74	380.59	378.24
2014-11-30	2044.57	39.12333333	0.02	1681.087	1181.97	9150.46	9497.03	373.63	371.4
2014-12-31	2054.27	39.44	0.03	1608.146	1186.33	8983.37	9040.77	371.88	371.93
2015-01-31	2028.18	39.89666667	0.03	1606.969	1273.24	8385.13	9113.6	365.05	358.38
2015-02-28	2082.2	40.35333333	0.02	1705.441	1216.57	9014.53	9508.92	374.16	366.71
2015-03-31	2079.99	40.81	0.03	1654	1187.6	9128.98	9399.01	357.81	352.49
2015-04-30	2094.86	41.12	0.02	1717.7	1180.69	9077.12	9688.34	371.89	366.65
2015-05-31	2111.94	41.43	0.02	1693.599	1189.97	9237.79	9792.57	369.05	364.49
2015-06-30	2099.29	41.74	0.02	1638.879	1169.35	8780.91	9395.65	384.24	378.89
2015-07-31	2094.14	41.99666667	0.03	1689.051	1094.3	9428.17	9809.42	376.75	371.71
2015-08-31	2039.87	42.25333333	0.07	1564.404	1130.69	8824.56	9124.76	371.64	368.07
2015-09-30	1944.41	42.51	0.02	1490.225	1114.34	8513.41	8712.71	366.04	364.04
2015-10-31	2024.81	42.80333333	0.02	1595.403	1141.05	8938.65	9067.82	371.07	368.08
2015-11-30	2080.62	43.09666667	0.12	1563.655	1063.68	8993.1	8748.42	356.45	355.87
2015-12-31	2054.08	43.39	0.23	1522.647	1062.38	8818.09	8809.12	351.17	351.01
2016-01-31	1918.6	43.55333333	0.26	1421.364	1117.15	8319.81	8119.75	341.67	342.51
2016-02-29	1904.42	43.71666667	0.31	1391.74	1232.88	7843.63	7874.99	339.62	338.74
2016-03-31	2021.95	43.88	0.29	1474.191	1234.34	7807.89	8153.65	359.5	357.9
2016-04-30	2075.54	44.07333333	0.23	1501.566	1292.34	7960.85	8305.56	370.25	368.85
2016-05-31	2065.55	44.26666667	0.27	1481.2	1214.28	8216.42	8264.4	370.15	365.78
2016-06-30	2083.89	44.46	0.27	1411.935	1321.07	8020.15	8232.62	347.18	345.87
2016-07-31	2148.9	44.65	0.3	1469.943	1349.09	8127.2	8409.37	357.24	356.71
2016-08-31	2170.95	44.84	0.3	1470.065	1307.93	8202.13	8347.76	362.56	362.47
2016-09-30	2157.69	45.03	0.29	1481.937	1321.51	8139.01	8395.93	365.32	364.1
2016-10-31	2143.02	45.25	0.33	1432.148	1273.88	7827.74	7915.59	355.72	353.11
2016-11-30	2164.99	45.48	0.45	1398.608	1173.76	7875.19	7730.7	370.06	362.53
2016-12-31	2246.63	45.7	0.51	1471.076	1157.49	8219.87	8087.65	367.4	362.23
2017-01-01	2275.12	45.93	0.51	1501.03	1211.49	8291.69	8291.69	378.79	370.7
2017-02-28	2329.91	46.15	0.52	1514.946	1256.64	8545.81	8545.81	376.13	368.25
2017-03-31	2366.82	46.38	0.74	1570.108	1247.25	8658.89	8658.89	380.51	374.36
2017-04-30	2359.31	46.66	0.8	1619.063	1267.86	8812.67	8812.67	391.61	386.53
2017-05-31	2395.35	46.94	0.89	1685.152	1267.97	9016.64	9016.64	444.96	390.33
2017-06-30	2433.99	47.22	0.98	1663.221	1243.47	8906.89	8906.89	398.91	396.3
2017-07-31	2454.1	47.54	1.07	1712.132	1268.85	9055	9055	405.02	405.95
2017-08-31	2456.22	47.85	1.01	1708.239	1316.02	8925.45	8925.45	397.74	401.14
2017-09-30	2492.84	48.17	1.03	1763.376	1283.83	9157.46	9157.46	413.27	415.54
2017-10-31	2557	48.42	1.07	1770.157	1269.46	9242.18	9242.18	410.24	413.14
2017-11-30	2593.61	48.68	1.23	1771.139	1279.13	9318.77	9318.77	423.64	426.06
2017-12-31	2664.34	48.93	1.32	1796.645	1303.46	9381.87	9381.87	422.99	427.51
