date	nodur	durbl	manuf	enrgy	hitec	telcm	shops	hlth 	utils	other	mktrf	smb	hml	rf	dol	gold	silver	mkt
1997-06-05	0.76	0.71	0.31	-0.28	0.6	-0.35	0.43	0.42	0.21	0.68	0.42	0.02	0.03	0.018	-0.177966403	0.594068517	1.491983207	0.438
1997-06-06	1.03	0.77	1.54	0.55	1.79	2.33	0.9	2.3	0.53	1.4	1.41	-0.79	-0.39	0.018	0.171812411	0.042704869	0.285913874	1.428
1997-06-09	0.67	0.65	0.63	-0.45	1.02	0.36	0.88	1.03	-0.23	0.16	0.48	-0.25	0.06	0.018	-0.980116649	0.214720338	-0.85155247	0.498
1997-06-10	0.46	0.87	0.5	-0.05	-1.39	1.17	0.3	-0.29	-0.09	0.74	0.14	-0.54	0.6	0.018	0.174194053	-0.043930955	0.11883735	0.158
1997-06-11	0.33	0.49	0.32	0.08	0.42	0.15	0.31	1.17	0.39	0.44	0.41	-0.34	0.25	0.018	-0.300021926	-0.01510414	0.013827287	0.428
1997-06-12	2.09	0.61	1.93	1.21	0.17	1.79	1	1.53	1.34	1.38	1.29	-0.99	0.1	0.018	0.592268716	-0.682160445	-0.762848763	1.308
1997-06-13	1.6	-0.04	0.57	0.96	1.37	1.4	0.58	1.49	0.44	1	0.98	-0.37	-0.4	0.018	-0.052600704	-0.131810291	-0.6614911	0.998
1997-06-16	-0.33	0.4	-0.08	0.89	1.05	-0.24	0.11	-0.59	-0.12	-0.09	0.04	-0.1	-0.08	0.018	0.095943932	0.535605943	0.295213001	0.058
1997-06-17	0.11	-0.48	-0.31	-0.59	1.58	-0.32	0.23	-0.21	0.17	0.08	0.12	0.22	-0.19	0.018	0.024666195	-0.30585485	1.585301505	0.138
1997-06-18	-0.27	0.48	-0.31	-0.47	-1.49	-0.37	-0.41	-1.35	0.14	0.45	-0.38	0.21	0.63	0.018	0.044669414	-0.77492073	-1.389163478	-0.362
1997-06-19	1.31	-0.31	1.13	-0.95	0.81	0.59	0.9	2.59	0.75	0.93	0.95	0	-0.41	0.018	-0.07956903	0.423316649	1.062359716	0.968
1997-06-20	-0.75	0.53	-0.16	0.14	0.07	-0.21	0.14	0.72	-0.3	-0.12	-0.04	-0.32	-0.06	0.018	0.252421701	-0.866288565	-0.67728805	-0.022
1997-06-23	-2.54	-1.37	-2.03	-1.5	-1.47	-2.22	-1.8	-2.33	-0.64	-1.78	-1.84	1.37	0.3	0.018	-0.177102895	0.540499706	2.140746733	-1.822
1997-06-24	1.61	1.58	1.55	0.81	1.93	1.16	1.16	3.74	0.28	1.44	1.62	-0.91	-0.21	0.018	0.068545061	-0.456306639	-1.24910074	1.638
1997-06-25	-0.97	-0.36	-0.68	-1.14	-0.56	-0.86	-0.81	-0.58	-0.49	-0.71	-0.71	0.51	0.35	0.018	-0.130621788	-0.133544989	0.138748218	-0.692
1997-06-26	0.06	-0.47	-0.25	-0.15	-1.21	-0.45	0.02	-0.71	0.05	-0.69	-0.5	0.37	0.11	0.018	-0.400275216	0.249503881	-0.298833616	-0.482
1997-06-27	0.88	0.48	0.81	-0.39	0.04	0.05	0.19	0.95	0.66	0.32	0.42	0.22	0.04	0.018	0.531029779	-1.140413834	-1.352303569	0.438
1997-06-30	-0.57	-0.58	0.01	0.98	0.04	0.77	0.68	-0.73	0.39	-0.71	-0.1	1.61	-0.68	0.018	0.034249794	-0.137320837	-1.601392454	-0.082
1997-07-01	0.19	0.25	0.49	1.72	-0.1	0.22	0.42	0.72	0.29	0.99	0.55	-0.94	0.5	0.019	0.068260123	-0.045345807	0.657612026	0.569
1997-07-02	1.05	1.6	1.29	1.29	1.75	0.48	0.59	1.24	0.64	1.21	1.17	-1.19	-0.16	0.019	0.015650263	-0.824654551	-0.693499073	1.189
1997-07-03	1.41	0.34	1.15	0.88	1.33	1.31	1.18	1.51	0.97	1.22	1.2	-0.76	-0.25	0.019	-0.540766872	-2.145130447	-1.613242131	1.219
1997-07-07	-0.72	-0.49	0.01	-0.58	0.5	0.07	-0.29	-1.22	-0.51	-0.56	-0.35	0.38	0.05	0.019	-0.103511582	-1.867386264	-6.38105235	-0.331
1997-07-08	0.37	0.78	1.16	0.1	1.71	0.19	0.27	0.94	0.25	0.29	0.69	-0.38	-0.23	0.019	0.179432204	0.638828379	1.173852629	0.709
1997-07-09	-1.48	-0.97	-0.87	-2.24	0.79	-1.63	-1.03	-1.55	-0.62	-1.09	-0.95	0.86	0.14	0.019	0.073617583	-0.653346179	-0.332706984	-0.931
1997-07-10	0.5	1.4	0.84	0.48	-0.04	1.03	0.96	0.58	0.68	0.56	0.57	-0.16	0.22	0.019	-0.142359858	0.592745743	1.461504465	0.589
1997-07-11	-0.08	-0.48	0.59	0.86	1.39	-1.36	0.81	0.28	0.02	0.44	0.44	0.45	-0.41	0.019	0.377238122	0.464968636	-0.512187374	0.459
1997-07-14	-0.22	0.45	0.2	-1.08	2.32	-0.52	0.22	0.15	-0.07	-0.26	0.24	0.27	-0.41	0.019	0.321452351	-0.439264775	-1.926824558	0.259
1997-07-15	0.45	0.51	0.98	1.25	1.95	0.4	0.24	0.26	0.47	0.37	0.75	0.16	-0.66	0.019	0.81947961	-0.542542078	0.527323049	0.769
1997-07-16	1.33	-0.44	1.15	0.85	3.24	0.49	0.78	-0.8	0.29	1.17	1.14	-0.2	-0.57	0.019	0.084209986	-0.078975708	-2.626563796	1.159
1997-07-17	-1.55	0.48	-0.61	0.89	-0.82	-2.36	-0.23	0.69	-0.77	-0.51	-0.55	0.13	0.34	0.019	-0.048903202	1.920451978	1.437420172	-0.531
1997-07-18	-1.03	-0.96	-1.71	-2	-1.84	-0.37	-0.8	-1.69	-0.75	-1.27	-1.41	0.93	0.53	0.019	-0.297835883	1.525434459	0.60122473	-1.391
1997-07-21	-0.52	0.06	-0.4	-0.23	-1.27	0.31	-0.25	-0.11	-0.59	-0.1	-0.41	-0.12	0.1	0.019	0.188578568	-1.043460337	-0.239008292	-0.391
1997-07-22	2.7	2.4	1.81	2.4	2.44	2.67	1.27	1.78	0.92	1.79	1.98	-1.35	-0.49	0.019	0.52863031	-0.076732957	1.065450826	1.999
1997-07-23	-0.65	0.58	0.65	-1.25	0.7	-0.94	0.54	0.91	-0.58	0.57	0.28	-0.1	0.43	0.019	0.092978624	-0.747445984	-0.171790939	0.299
1997-07-24	1.04	-0.01	-0.04	0.15	0.11	-0.25	0.87	-0.21	-0.09	0.87	0.31	-0.16	0	0.019	0.248810947	0.075422245	-0.335536495	0.329
1997-07-25	0.3	-1.15	-0.13	0.88	-0.67	0.49	0.92	-1.05	0.22	-0.05	-0.11	0.25	0.08	0.019	0.362271208	0.896812145	0.944398092	-0.091
1997-07-28	0.07	1.15	-0.33	0.61	-0.88	0.84	0.26	-1.54	0	0.02	-0.23	0.06	0.67	0.019	0.703334872	1.067768068	0.918515117	-0.211
1997-07-29	0.21	0.37	0.19	0.54	0.11	0.91	0.22	0.53	1.05	1.17	0.53	-0.51	0.5	0.019	-0.235499968	-1.071186371	-0.745680335	0.549
1997-07-30	0.75	0.99	0.84	1.46	1.68	0.7	0.68	0.63	0.52	1.48	1.09	-0.38	0.1	0.019	0.084643645	0.25658178	1.117871255	1.109
1997-07-31	-0.75	0.42	-0.21	0.34	0.68	-0.28	-0.03	0.15	0.51	0.58	0.18	0.08	0.26	0.019	-0.035194584	-0.592411545	2.654309823	0.199
1997-08-01	-0.27	0.43	-0.39	-0.76	0.18	-0.64	-0.83	-1.03	-0.58	-0.94	-0.57	0.53	0.27	0.02	0.65033063	0.105573243	-0.432052807	-0.55
1997-08-04	0.13	-0.06	-0.3	0.7	1.27	1.31	0.69	0.2	-0.27	-0.09	0.3	0.09	-0.13	0.02	-0.147435951	-0.200528988	0.867187724	0.32
1997-08-05	-0.29	0.13	0.28	0.46	1.54	-0.11	0.28	0.85	0.04	-0.21	0.34	0.63	-0.54	0.02	0.51145466	-1.057934732	-4.338372906	0.36
1997-08-06	0.8	0.87	0.89	1.11	0.44	1.49	0.64	0.02	0.75	0.96	0.74	-0.21	0.05	0.02	0.130048076	-0.634566413	0.430644934	0.76
1997-08-07	-1.05	0.73	-0.67	-0.82	-0.16	-0.71	-0.55	-1.09	-0.39	-1.25	-0.77	0.78	0.36	0.02	-0.101617463	1.032294195	0.978910647	-0.75
1997-08-08	-2.55	-1.9	-1.75	-2.21	-2.1	-0.62	-1.55	-1.44	-1.28	-1.81	-1.81	0.68	0.11	0.02	-0.984133423	1.416222185	0.018955193	-1.79
1997-08-11	0.53	-0.3	0.63	1.77	-1.24	1.93	-0.08	-1.57	1.11	0.59	0.16	-0.6	0.47	0.02	0.292649211	0.676708594	1.509126286	0.18
1997-08-12	-0.95	-0.47	-1.16	-0.29	-0.83	-0.52	-0.48	-1.75	-0.08	-1.01	-0.93	0.63	0.59	0.02	0.335784511	-0.498040282	-0.320938188	-0.91
1997-08-13	-0.81	-0.1	0.11	-1.55	0.35	-1.08	0.17	-1.11	-0.55	0.12	-0.26	0.3	0.05	0.02	-0.675584691	-0.015784846	1.846759061	-0.24
1997-08-14	0.33	-0.24	0.05	-0.6	0.59	-0.09	-0.18	1.53	-0.07	0.26	0.26	-0.05	-0.2	0.02	0.48228453	-0.805241246	-2.263325267	0.28
1997-08-15	-1.66	-1.64	-2.83	-1.95	-2.29	-1.77	-1.7	-2.61	-1.06	-1.62	-2.06	1.32	0.53	0.02	-0.520551155	0.470676142	3.44435836	-2.04
1997-08-18	0.6	0.8	0.73	2.22	0.93	0.9	0.3	1.42	0.76	0.54	0.81	-0.86	-0.33	0.02	0.034485478	-1.423865969	-1.218166074	0.83
1997-08-19	0.65	1.68	1.32	1.16	2.72	0.53	1	1.85	0.73	1.1	1.38	-0.23	-0.42	0.02	0.603077609	0.566925521	0.232851936	1.4
1997-08-20	1.32	1.39	1.48	1.55	1.6	0.9	1.33	1.91	0.25	1.2	1.36	-0.14	-0.53	0.02	0.202049539	-0.538529822	-0.44551565	1.38
1997-08-21	-1.17	-0.13	-1.45	-1.27	-1.48	-1.37	-0.89	-0.97	-1.07	-1.15	-1.23	0.88	0.34	0.02	-0.273374169	0.59757262	0.364633627	-1.21
1997-08-25	-0.2	1.33	-0.18	-0.14	0.03	-0.29	0.68	-0.96	0.02	-0.13	-0.12	0.69	0.26	0.02	0.361372436	-0.474250967	-1.462585001	-0.1
1997-08-26	-0.12	-0.15	-0.51	0.09	-1.09	-0.07	-0.87	-1.5	0.1	-0.45	-0.6	0.72	0.31	0.02	-0.455572499	0.318710176	0.928589506	-0.58
1997-08-27	0.14	-0.55	-0.2	1.98	-0.08	0.41	0.12	0.86	0.37	0.02	0.18	0.63	-0.18	0.02	0.29941193	-0.046458699	-0.346157647	0.2
1997-08-28	-0.94	-0.45	-0.61	-0.73	-1.5	-1.29	-0.36	-0.84	-0.32	-0.52	-0.81	0.99	0.38	0.02	-0.37766748	-0.504002781	0.078001392	-0.79
1997-08-29	-0.94	-0.7	-0.51	-0.7	0.31	-0.64	0.04	0.27	-0.21	-0.01	-0.21	0.58	-0.17	0.02	0.541374359	0.105953475	-0.517824996	-0.19
1997-09-02	2.75	2.18	2.79	3.01	2.55	2.03	2.18	2.85	1.25	2.31	2.44	-1.29	-0.58	0.021	0.778567411	-0.432558342	-0.434813954	2.461
1997-09-03	0.11	-0.12	0.4	0.21	-0.37	0.18	0.63	-0.11	0.45	0.46	0.18	-0.16	0.47	0.021	-0.402572884	-0.231648461	0.974661904	0.201
1997-09-04	0.06	0.97	-0.44	0.15	0.54	0.3	0.48	0.82	-0.02	0.46	0.28	0.04	-0.02	0.021	-0.007736887	-0.201438311	0.077866585	0.301
1997-09-05	0.01	0.01	-0.63	-0.32	0.67	0.45	0.07	-0.16	-0.14	0.17	0.02	0.73	0.05	0.021	-0.378823128	0.352735764	0.43785694	0.041
1997-09-08	0.05	0.19	-0.01	0.59	0.14	0.4	0.72	-0.39	0.45	0.94	0.32	0.27	0.17	0.021	0.206242915	-0.203615127	-0.551121957	0.341
1997-09-09	0.54	1.08	0.04	0.76	0.12	0.84	0.33	-0.05	0.6	0.21	0.27	0.18	0.22	0.021	-0.343554427	-0.140151998	1.239814217	0.291
1997-09-10	-1.37	-0.49	-1.32	-0.76	-1.86	-0.4	-0.78	-1.69	-0.46	-1.08	-1.23	1.17	0.65	0.021	-0.182984828	0.013991632	-0.238372963	-1.209
1997-09-11	-1.18	-0.87	-0.77	-0.93	-0.2	-0.09	0.1	-0.33	-0.14	-0.99	-0.63	0.68	-0.11	0.021	-0.11666793	0.782299226	0.371355778	-0.609
1997-09-12	1.38	0.33	1.08	1.56	0.29	1.37	1.36	2.34	1.46	1.25	1.19	-0.31	-0.27	0.021	0.058191264	-0.108539273	0.223598628	1.211
1997-09-15	0.19	0.37	-0.21	0.08	-1.86	0.2	-0.3	-0.16	0.19	0.14	-0.31	0.34	0.39	0.021	-0.338830193	-0.418796363	-0.335613811	-0.289
1997-09-16	2.27	1.43	2.06	2.05	3.01	2.4	1.23	2.25	1.26	2.61	2.25	-1.48	-0.33	0.021	0.304884495	-0.573094721	-3.016397577	2.271
1997-09-17	-0.66	0.18	0.65	-0.17	-0.38	-0.98	-0.11	-0.52	-0.66	0.35	-0.08	0.24	0.32	0.021	-0.000421578	-0.172310272	-0.203189047	-0.059
1997-09-18	-0.06	0.69	0.58	1.13	0.17	0.82	0.21	0.16	0.11	0.34	0.35	-0.29	0.03	0.021	0.258006855	0.168787854	1.735825521	0.371
1997-09-19	0.42	0.29	-0.27	-0.28	1.09	0.5	0.06	0.89	-0.01	0.22	0.3	0.07	-0.61	0.021	-0.134243004	0.106647149	0.439669238	0.321
1997-09-22	0.87	-0.48	0	-1.29	1.15	0.96	0.37	1.64	0.39	0.41	0.49	0.06	-0.55	0.021	0.535378002	0.072134907	-0.641193846	0.511
1997-09-23	-0.38	-1.21	-0.41	0	0.46	-0.17	-0.83	-0.3	-0.19	-0.47	-0.28	0.67	-0.24	0.021	-0.165328369	0.353535572	0.48334259	-0.259
1997-09-24	0	-0.67	-0.75	-0.77	-1.49	-0.13	-0.62	-1.06	-0.14	-0.09	-0.62	0.62	0.34	0.021	-0.667862274	0.53663016	1.283354776	-0.599
1997-09-25	0.1	-0.38	-0.6	0.11	-0.66	-0.67	-0.85	-0.94	-0.3	-0.8	-0.61	0.6	0.09	0.021	-0.121209306	1.11211132	0.642556934	-0.589
1997-09-26	0.26	0.49	0.9	0.37	0.09	1.06	0.56	1.09	0.35	0.9	0.64	-0.39	-0.1	0.021	-0.076006317	-0.13816686	0.783841683	0.661
1997-09-29	0.95	0.96	0.7	1.26	1.23	0.3	0.65	0.62	0.28	0.5	0.72	-0.27	-0.28	0.021	-0.014493444	0.465682202	5.743499252	0.741
1997-09-30	-0.81	0.3	-0.41	-0.51	-1.15	-0.02	-0.3	-0.38	-0.14	-0.02	-0.43	0.88	0.32	0.021	0.041476302	1.961746089	2.470739003	-0.409
1997-10-01	1.06	0.8	0.57	1.27	-0.42	2.46	0.61	0.18	0.69	0.86	0.62	-0.53	0.2	0.018	0.084398896	-0.223917665	-0.888484463	0.638
1997-10-02	0.5	0.47	0.38	-0.47	0.94	0.68	0.23	0.74	0.88	0.73	0.55	-0.05	0.12	0.018	0.060128415	-0.762716335	-0.27587262	0.568
1997-10-03	-0.05	-0.12	-0.27	0.72	0.8	0.26	0.21	0.98	-0.25	1	0.48	0.04	-0.23	0.018	-0.290111598	1.027980037	2.553449439	0.498
1997-10-06	0.58	0.78	0.59	2.16	0.09	1.04	0.27	0.73	0.27	0.89	0.68	-0.22	-0.12	0.018	0.095961361	-0.64357463	-1.78528143	0.698
1997-10-07	0.43	0.49	1.16	0.71	1.21	1.34	-0.31	1.89	0.22	0.81	0.89	-0.26	-0.71	0.018	-0.161792778	-0.375456245	-0.08226545	0.908
1997-10-08	-1.07	-0.42	-0.69	-1.33	0.23	0	-0.63	-0.34	-1.39	-0.93	-0.61	0.76	-0.27	0.018	-0.224693616	0.611977218	0.550542951	-0.592
1997-10-09	-0.49	1.24	-0.06	0.11	0.14	-1.06	0.22	-0.77	-0.21	-0.23	-0.19	0.4	0.33	0.018	-0.091035886	-1.821960665	-2.013992012	-0.172
1997-10-10	0.31	0.07	-0.08	-0.24	-0.48	-0.24	0.32	-0.23	0.35	-0.7	-0.28	0.55	0.19	0.018	0.042954504	0.619403996	1.370191131	-0.262
1997-10-14	0.14	-0.03	-0.16	-0.78	-0.95	0.92	0.08	0.77	0.38	0.57	0.03	-0.32	0.16	0.018	0.404172875	-0.137910925	-1.296309337	0.048
1997-10-15	-0.48	-0.14	-0.39	0.35	-0.59	0.24	-0.08	-0.31	-0.26	-0.46	-0.33	0.06	0.09	0.018	-0.117598866	-0.351081128	-0.242286046	-0.312
1997-10-16	-0.72	-0.5	-0.79	-1.3	-2.1	-1.86	-0.95	-0.98	0.19	-0.56	-1.05	-0.19	0.57	0.018	-0.337209869	-0.383017782	-3.133109924	-1.032
1997-10-17	-0.64	-1.07	-0.86	-1.06	-2.48	0.05	-1.36	-1.31	-0.42	-1.47	-1.31	-0.55	0.39	0.018	0.598866068	-0.169818141	0.98661236	-1.292
1997-10-20	0.83	0.47	0.85	2.5	1.38	1.49	0.86	1.24	1.18	0.86	1.1	-0.16	-0.45	0.018	0.09851217	-0.388307825	-0.362379945	1.118
1997-10-21	1.59	1.34	1.4	0.66	2.21	1.99	1.36	1.83	0.68	1.92	1.65	-0.68	-0.31	0.018	0.249100324	-0.263599668	0.820557825	1.668
1997-10-22	-0.66	-0.58	-0.42	-0.4	-0.48	0.01	-0.2	0.51	-0.16	-0.29	-0.29	0.32	0.1	0.018	0.013272001	-0.078769141	1.11253518	-0.272
1997-10-23	-1.69	-1.61	-2	-1.94	-2.71	-0.93	-1.54	-1.56	-1.19	-1.7	-1.85	-0.11	0.45	0.018	-0.026224522	0.353142768	-1.891446957	-1.832
1997-10-24	-1.23	-1.1	-1.13	-0.16	-2.06	0.18	-0.35	-0.43	0.42	-0.49	-0.81	0.43	0.65	0.018	0.041928103	-5.070980086	-3.133133435	-0.792
1997-10-27	-5.23	-5.99	-6.48	-6.65	-8.05	-6.42	-6.1	-7.44	-2.72	-6.48	-6.58	0.26	1.85	0.018	-0.150477759	1.233272144	0.146010602	-6.562
1997-10-28	4.86	3.23	3.76	3.74	6.94	3.08	3.79	4.95	0.87	3.26	4.1	-1.81	-2.21	0.018	-0.994396829	1.349607576	0.32651566	4.118
1997-10-29	-0.73	1.24	-0.33	-0.37	-1.1	0.28	0.91	0.33	0.73	0.82	0.07	0.9	0.81	0.018	0.150620377	-0.651728842	-0.194406892	0.088
1997-10-30	-1.18	-2.14	-1.51	-0.03	-2.63	-0.87	-0.77	-1.35	-0.5	-2.15	-1.61	0.29	0.31	0.018	0.02222936	0.900394335	1.504107875	-1.592
1997-10-31	1.15	-0.39	0.75	1.5	2.11	1.01	1.47	1.08	0.97	1.01	1.17	0.12	-0.52	0.018	-0.185132607	-1.606739197	-2.693079104	1.188
1997-11-03	2.52	3.47	2.56	2.1	2.92	2.09	2.67	1.95	0.87	2.11	2.31	-0.88	-0.26	0.021	0.334623817	0.775843504	2.295696141	2.331
1997-11-04	0.26	-0.03	0.22	0.5	0.51	-0.25	0.12	0.16	-0.09	0.38	0.23	-0.03	-0.1	0.021	-0.15831269	0.141446606	0.076218117	0.251
1997-11-05	-0.04	-0.24	0.54	-0.58	0.12	0.04	0.76	1.17	-0.15	0.53	0.34	0.28	-0.33	0.021	0.095499811	-0.080999406	0.528582937	0.361
1997-11-06	-0.21	-0.16	-0.22	-0.78	-1.48	-0.77	0.47	-0.62	-0.43	-0.28	-0.51	0.06	0.39	0.021	0.034317382	-0.399828071	0.505531367	-0.489
1997-11-07	-1.06	-1.76	-1.58	-1.09	-1.41	-0.4	-1.6	-1.05	-0.49	-1.36	-1.28	-0.36	0.11	0.021	0.101960943	-0.62619152	-0.949963802	-1.259
1997-11-10	-0.51	0.05	-0.17	-0.43	-1.55	1.1	-0.22	-0.64	0.62	-0.74	-0.53	0.5	0.67	0.021	0.01687008	0.004408604	0.30583779	-0.509
1997-11-12	-0.94	-2.37	-1.87	-1.98	-3.14	-1.68	-0.8	-2.23	0.09	-2.09	-1.96	-0.24	0.81	0.021	0.614009777	-0.694492022	-0.038249846	-1.939
1997-11-13	1.3	-0.5	0.71	-0.39	1.97	1.69	0.57	1.61	0.07	0.41	0.84	-0.87	-0.58	0.021	-0.126523021	0.143566888	4.659338385	0.861
1997-11-14	0.59	0.11	1.17	1.85	2.32	1.28	1.09	1.76	0.34	0.8	1.21	-0.18	-0.91	0.021	0.52636913	-1.479869733	-1.030723949	1.231
1997-11-17	2.23	1.59	1.61	1.4	2.65	1.25	1.73	0.47	1.58	2.29	1.84	-0.48	-0.33	0.021	-0.108482194	0.174138143	0.87643408	1.861
1997-11-18	-0.73	-0.85	-0.88	-1.19	-1.6	1.97	-0.82	-1.2	-0.57	-0.71	-0.8	-0.01	0.6	0.021	-0.165580842	0.990209465	-0.314121492	-0.779
1997-11-19	1.24	-0.61	0.37	-0.81	0	0.01	0.61	0.93	0.55	0.95	0.45	-0.53	-0.25	0.021	0.493459503	-0.830697206	2.329798646	0.471
1997-11-20	1.22	0.67	1.44	1.23	2.02	1.52	0.87	0.98	1.75	1.48	1.37	-0.62	-0.28	0.021	0.044220524	-0.410844511	0.24117426	1.391
1997-11-21	0.16	0.23	0.51	0.74	-0.43	0.25	0.47	1.08	0.48	0.09	0.25	-0.46	0.11	0.021	-0.042106145	0.667951348	3.500929947	0.271
1997-11-24	-0.71	-1.02	-1.58	-1.88	-2.64	-2.21	-1.07	-2	-0.05	-1.55	-1.68	-0.03	0.84	0.021	0.145023514	-0.610150006	-0.725072723	-1.659
1997-11-25	0.9	-0.16	0.77	-2.28	0.76	1.45	-0.15	0.43	1.05	0.22	0.35	-0.69	0.19	0.021	0.226218777	-0.874691005	-2.703663706	0.371
1997-11-26	-0.72	-0.2	0.07	-0.18	0.64	1.39	-0.17	-0.29	0.21	0.4	0.18	0.06	0.17	0.021	0.522824505	-1.216954445	0.014402133	0.201
1997-11-28	0.21	1.22	0.59	-0.02	0.28	0.42	0.35	0.23	0.36	0.39	0.36	-0.09	-0.07	0.021	0.022017236	0.028770761	0.02874753	0.381
1997-12-01	1.73	1.57	0.97	-1.57	2.9	1.38	1.98	1.34	1.02	2.98	1.79	-1.16	-0.01	0.022	0.58104401	-0.932670891	0.926245645	1.812
1997-12-02	0.52	0.73	0.29	0.52	-2.37	-1.38	-0.03	0.09	-0.64	0.14	-0.33	-0.28	0.78	0.022	-0.164035966	0.081902541	0.070395426	-0.308
1997-12-03	0.66	-0.57	-0.04	1.68	0.18	1.81	0.4	0.97	-0.31	0.63	0.53	-0.18	-0.48	0.022	-0.194395415	-0.459910036	-0.454212996	0.552
1997-12-04	-0.74	0.42	-0.32	-0.78	-0.73	-0.85	-0.39	0.67	-0.27	0.43	-0.2	0.32	0.11	0.022	0.336503246	-2.043804983	-0.324387881	-0.178
1997-12-05	1.04	1.26	0.99	2.52	2.02	-0.11	0.51	-0.02	0.24	0.96	0.97	-0.4	-0.21	0.022	0.462482537	0.705016594	2.30607709	0.992
1997-12-08	-1.02	0.2	-0.13	-0.46	1.11	-0.09	-0.39	-0.26	-0.06	0.3	0.04	0.77	-0.12	0.022	0.194871668	-0.12936148	-0.566871532	0.062
1997-12-09	-0.49	-0.33	-0.38	-0.98	-2.93	0.82	-0.54	-0.1	-0.08	-0.43	-0.74	-0.24	0.71	0.022	-0.056316703	-1.75960772	0.991839154	-0.718
1997-12-10	0.18	0.71	-0.98	-0.35	-2.22	0.38	-0.83	-0.07	0.13	-0.99	-0.79	-0.62	0.83	0.022	-0.150159859	1.304557813	7.559098353	-0.768
1997-12-11	-0.48	-1.92	-1.35	-1.14	-3.47	-1.4	-1.35	-1.28	-0.62	-1.36	-1.58	-0.35	0.81	0.022	-0.206510477	-0.890444049	-1.097993582	-1.558
1997-12-12	0.88	0.01	-0.57	-1.15	-1.93	1.08	-0.4	-0.41	0.95	0.21	-0.3	-0.3	0.62	0.022	0.173255063	-0.406009638	1.17781888	-0.278
1997-12-15	0.84	0.82	0.76	0.05	-0.06	0.72	0.14	1.06	1.28	1.18	0.67	-1.49	0.62	0.022	0.19002473	0.603340971	0.501403227	0.692
1997-12-16	0.21	1.5	0.89	0.75	2.19	-0.3	-0.34	1.01	0.26	0.03	0.6	0.34	-0.55	0.022	0.254117348	-0.335543404	1.025001805	0.622
1997-12-17	-0.34	-0.11	-0.4	-0.89	-0.63	0.58	-0.39	-0.35	0.71	0.37	-0.15	0.2	0.45	0.022	-1.139196318	1.991394542	0.064467021	-0.128
1997-12-18	-0.99	-1.89	-1.52	-1.15	-1.85	0.93	-1.29	-1.02	0.45	-0.98	-1.09	-0.19	0.27	0.022	0.382934262	-0.640574839	1.758002541	-1.068
1997-12-19	-0.46	-1.88	-1.07	-1.34	0.59	0.16	-0.82	-1.23	0.29	-0.99	-0.68	0.55	-0.43	0.022	0.120074397	0.668925994	-0.28260677	-0.658
1997-12-22	0.91	0.75	0.55	-0.27	0.95	1.27	-0.45	1.2	1.73	0.3	0.57	-0.28	0.12	0.022	0.524231812	0.590564937	-0.454095417	0.592
1997-12-23	-1.26	-0.64	-1.37	-1.27	-2.15	-2.25	-0.94	-1.01	0.66	-0.79	-1.22	1.06	0.76	0.022	-0.181212339	0.966114811	3.568018154	-1.198
1997-12-26	-0.05	0.62	0.02	0.29	0.82	0.12	0.02	1.12	0.18	0.33	0.33	-0.3	-0.02	0.022	0.057304766	-0.542573731	-0.410255654	0.352
1997-12-29	1.48	1.02	1.59	2.13	2.24	1.44	1.43	1.56	1.06	1.58	1.6	-0.76	-0.5	0.022	0.302371243	-1.212352814	-0.270962093	1.622
1997-12-30	1.89	2.14	1.88	0.93	1.88	1.11	3.27	1.88	0.71	1.71	1.76	-0.22	-0.48	0.022	0.135994556	-0.293319217	-2.302165603	1.782
1998-01-02	0.03	-0.01	0.68	-0.15	1.75	-0.56	-0.38	0.23	-0.61	-0.08	0.22	-0.05	-0.46	0.021	0.373927535	-0.143011033	-0.522975769	0.241
1998-01-05	-0.18	0.09	0.51	-2.2	0.97	-0.15	0.05	1.46	-1.06	0.36	0.22	0.08	-0.3	0.021	0.751067834	-2.297656134	-0.494398412	0.241
1998-01-06	-0.68	-1.03	-0.97	-3.64	-0.81	0.1	-0.39	-1.1	-1.09	-1.16	-1.04	0.24	0.23	0.021	0.101118153	-0.127252217	2.383116142	-1.019
1998-01-07	0.61	-0.53	-0.39	2.53	-1.42	0.18	-0.05	-0.19	-0.76	-0.82	-0.38	-0.39	-0.1	0.021	-0.249717216	0.860730008	-0.763565073	-0.359
1998-01-08	-0.07	-2.5	-1.24	-2.61	0.07	0.24	-0.29	-0.42	0.61	-1.42	-0.82	0.34	-0.25	0.021	0.153015074	-1.009365212	-4.141420621	-0.799
1998-01-09	-2.77	-2.29	-2.92	-3.42	-4.25	-1.87	-2.69	-3.08	-0.88	-2.96	-2.98	0.16	0.7	0.021	-0.399814725	-0.94718215	-2.351588173	-2.959
1998-01-12	1.66	0.9	1.16	0.45	0.86	1.09	0.77	1.88	0.82	-0.18	0.75	-1.63	0.1	0.021	0.396556423	-0.042921287	-2.890387486	0.771
1998-01-13	1.04	2.17	0.56	2.41	3.08	2.53	1.08	0.58	-0.03	1.52	1.5	0.11	-0.65	0.021	-0.214550045	1.707575406	3.7772471	1.521
1998-01-14	-0.42	1.34	0.57	1.38	-0.08	0.73	0.62	1.06	0.09	1.1	0.61	0	0.24	0.021	0.001415879	-0.478782491	0.066619093	0.631
